,Tweets
435,یوم کسان کےموقع پرمیں چھوٹےکاشتکاروں کی پیداوار بڑھانے،انہیں انکی اجناس کےجائز دام دلوانے اورمنڈیوں تک انکی رسائی بڑھانے کےحوالے سے اپنی حکومت کےعزم کااعادہ کرتا ہوں۔ ہم احساس پروگرام کے ذریعے کسانوں کوصحت انصاف کارڈاورانکے بچوں کیلئےتعلیمی وظائف کی فراہمی بھی یقینی بنا رہے ہیں۔
436,"On Kisan Day I want to reiterate our commitment to facilitating our small farmers in increasing their yields, getting fair prices for their crops &amp; improving market access. We are also ensuring their access to Sehat Health Cards &amp; to educational scholarships through Ehsaas prog."
437,وزیراعظم بورس جانسن کو برطانیہ کے عام انتخابات میں کامیابی مبارک۔ میں انکے ساتھ ملکر کام کرنے اور دونوں ممالک کے مابین تعاون آگے بڑھانے کا منتظر ہوں۔
438,Congratulations to Prime Minister Boris Johnson for his success in the UK General Elections. I look forward to working with him and continuing the  cooperation between our two countries.
439,ہماری حکومت نے1 سال میں EOBI کے بوڑھے پنشنرزکوملنےوالی رقم 62% اضافے کیساتھ 5250 سےبڑھاکر8500 روپےکردی ہےجس سے پنشنرزکو ریٹائرمنٹ کےبعد کے ایام میں مالی تحفظ فراہم کرنےمیں مدد ملےگی۔ اس سرمائے کاکثیرحصہ خود ادارے کی اصلاح سےحاصل ہورہاہے۔ ریاست مدینہ کی جانب یہ ایک اور اہم قدم ہے۔
440,Our govt has increased the EOBI old-age pension by 62% from Rs.5250 to Rs.8500 within a year.This helps us provide pensioners' security in their post-retirement yrs. Much of this contribution comes from improving the Institution itself. Another step towards Madina Ki Riyasat
441,جوہری دوڑ میں مودی کاایجنڈا/پاکستان کو دھمکیاں قتل عام کیساتھ دنیاکیلئےبھیانک نتائج کاسبب بنیں گی۔ نازی جرمنی کیطرح مودی کےبھارت میں اختلاف  دیوارسےلگایاجاچکا،چنانچہ نسل پرستی کے ایجنڈے سےمغلوب خونریزی/جنگ پر آمادہ مودی کی راہ روکنےکیلئےدنیا آگے بڑھے،اس سے پہلے کہ بہت دیر ہوجائے۔
442,اس کے ساتھ ہندوستان میں مسلمانوں اور دیگر اقلیتوں پر مشتعل جتھوں کے تشدد کا سلسلہ بھی دراز ہے۔ دنیا کو سمجھنا ہوگا کہ قتل عام کا بازار گرم کرنے والے جرمن نازی نسل پرستوں کی خوشامد نے دنیا کو بالآخر دوسری عالمی جنگ میں جھونک دیا۔
443,مودی سرکار کے نیچے بھارت نہایت منظم انداز میں ہندو نسل پرستی کےایجنڈے کیجانب بڑھ رہا ہے۔ کشمیرپرغاصبانہ قبضے سے شروع ہونےوالا یہ سلسلہ کشمیر کےجاری محاصرے،آسام میں 20 لاکھ مسلمانوں کی شہریت سے محرومی اور حراستی مراکز کی تعمیر سے گزرتا ہواشہریت میں ترمیم کے قانون تک آپہنچا ہے۔
444,"will lead to massive bloodshed &amp; far-reaching consequences for the world. As in Nazi Germany, in Modi's India dissent has been marginalised &amp; the world must step in before it is too late, to counter this Hindu Supremacist agenda of Modi's India threatening bloodshed &amp; war."
445,"All this accompanied by mob lynchings of Muslims &amp; other minorities in India. World must realise, as appeasement of the genocidal Supremacist agenda of Nazi Germany eventually  led to WWII, Modi's Hindu Supremacist agenda, accompanied by threats to Pak under a nuclear overhang,"
446,"India, under Modi, has been moving systematically with its Hindu Supremacist agenda. Starting with illegal annexation &amp; continuing siege of IOJK; then stripping 2 mn Indian Muslim in Assam of citizenship, setting up internment camps; now the passage of  Citizenship Amendment Law;"
447,"ہم بھارتی لوک سبھا کی جانب سے ""قانون شہریت"" کی شدید مذمت کرتے ہیں جو عالمی انسانی حقوق سے یکسر متصادم اور پاکستان کے ساتھ دوطرفہ معاہدوں کے خلاف ہے۔ یہ  ""ہندو راشٹرا"" کے توسیع پسندانہ منصوبے کا حصہ ہے، فاشسٹ مودی سرکار جس کا علم اٹھائے ہوئے ہے۔ https://t.co/032dVtneRl"
448,ہمارا مطالبہ ہے کہ قابض بھارت سرکار تمام انسانی و بین الاقوامی قوانین کیخلاف مقبوضہ وادی میں کشمیری جوانوں، بچوں اور عورتوں کا بہیمانہ قتل عام بند کرے۔ ہم اپنے حق خود ارادیت کیلئے میدان عمل میں ڈٹے ہوئے جری کشمیریوں کو سلام پیش کرتے ہیں اور پوری ثابت قدمی سے انکے ساتھ کھڑے ہیں۔
449,انسانی حقوق کے عالمی دن کے موقع پر ہمیں عالمی ضمیر، عالمی قانون کے پاسداران اور سلامتی کونسل سے اپیل کرنی چاہئیے کہ وہ مقبوضہ کشمیر پر قابض بھارت سرکارکے ناجائز قبضے کیخلاف اقدامات اٹھائیں۔ ہم قابض بھارت سرکارکےمقبوضہ کشمیر کے 4 ماہ سےزائد عرصے پرمحیط محاصرے کی شدید مذمت کرتےہیں۔
450,میری حکومت رسول مکرم صل اللہ علیہ وسلم کے روشن فرامین عالیہ خصوصاً خطبہ حجۃ الوداع کی روشنی اور دستور پاکستان کی روح کے مطابق بلا تفریق و تخصیص اپنے تمام شہریوں کے حقوق کے تحفظ کیلئے پرعزم ہے۔
451,انسانی حقوق کے عالمی دن کے موقع پر اہل اسلام کو مساوات، عدل و انصاف اور انسانی حقوق کے تحفظ کا وہ پیغام یاد کرنا چاہئیے جو ہمارے نبی مہربان صل اللہ علیہ وسلم نے چودہ سو سال قبل دیا۔ یہ پیغام انسانی حقوق اور تکریم آدمیت کی تعظیم ایسے ارفع اوصاف کا مجسمہ ہے۔
452,"We strongly condemn Indian Lok Sabha citizenship legislation which violates all norms of int human rights law &amp; bilateral agreements with Pak. It is part of the RSS ""Hindu Rashtra"" design of expansionism propagated by the fascist Modi Govt. 
https://t.co/XkRdBiSp3G"
453,"an end to the gross abuse &amp; atrocities being inflicted on Kashmiri men, women &amp; children by Indian Occupation forces in violation of all Int Humanitarian &amp; Human Rights Laws. We salute &amp; stand resolutely with the brave Kashmiris struggling for their right of self determination"
454,"On Human Rights day we must appeal to the world's conscience, to upholders of international law &amp; to the UNSC to act against the illegal annexation of IOJK by the Indian Occupation govt. We condemn the Occupying Indian govt's  siege of IOJK ongoing for over 4 months now &amp; demand"
455,"Inspired by the ideals preached by our Prophet PBUH, especially in his last sermon, and duties enshrined in our Constitution, my govt is committed to the protection of human rights for all its citizens without discrimination."
456,"On international Human Rights Day Muslims need to remember that the message of equality,  justice &amp; protection of human rights for all was given more than 1400 yrs ago by our Prophet PBUH. This embodied the cardinal principles of respect for human rights &amp; human dignity."
457,ہم دنیا کی صف اول کی دانشگاہوں میں رائج بہترین نظام سے استفادہ کرتے ہوئے ایک جامع اور قابل عمل ضابطہ اخلاق مرتب کریں گے تاکہ ہم طلبہ یونینز کی بحالی کی جانب پیش قدمی کرتے ہوئے انہیں مستقبل کی قیادت پروان چڑھانے کے عمل میں اپنا مثبت کردار ادا کرنے کے قابل بنا سکیں۔
458,جامعات مستقبل کی قیادت تیار کرتی ہیں اور طلبہ یونینز اس سارے عمل کا لازمی جزو ہیں ۔بدقسمتی سے پاکستان کی جامعات میں طلبہ یونینز میدان کارزار کا روپ دھار گئیں اور جامعات میں دانش کا ماحول مکمل طور پر تباہ ہوکر رہ گیا۔
459,"We will establish a comprehensive &amp; enforceable code of conduct, learning from the best practices in internationally renowned universities, so that we can restore &amp; enable student unions to play their part in positively grooming our youth as future leaders of the country."
460,"Universities groom future leaders of the country &amp; student unions form an integral part of this grooming. Unfortunately, in Pakistan universities' student unions became violent battlegrounds &amp; completely destroyed the intellectual atmosphere on campuses."
461,ریکارڈ ہی کیلئے: چیف جسٹس آصف سعید کھوسہ کا شمار ان عظیم ترین قانون دانوں میں ہوتا ہے جنہیں پاکستان نے جنم دیا چنانچہ میری نگاہ میں انکی بلند پایہ قدرومنزلت ہے۔
462,ریکارڈ کیلئے: ہم 23 برس قبل قانون کی حکمرانی اور آزاد عدلیہ کا علم بلند کرنے والی پہلی جماعت تھے۔ 2007 میں عدلیہ کی آزادی کی تحریک کا مرحلہ آیا تو میری جماعت صف اول میں کھڑی ہوئی جس کی پاداش میں مجھے قید میں ڈالا گیا۔
463,ان مافیاز کے کہ جنہوں نے چوری شدہ دولت بیرون ملک اپنے محفوظ ٹھکانوں میں چھپا رکھی ہے اور اسے بچانے کیلئے ملک میں عدم استحکام چاہتے ہیں۔
464,اداروں کے مابین تصادم کے نتیجے میں پاکستان کو عدم استحکام کی آگ میں گرتا دیکھنے کے خواہاں عناصر کیلئے آج کا دن نہایت مایوس کن ثابت ہوا ہوگا اور خواہشات کے تاروپود بکھرتے دیکھ کر ہماری صفوں میں موجود مافیاز اور بیرونی دشمنوں کے سینوں پر بھی ضرور سانپ لوٹے ہوں گے۔
465,"Also, for the record, I have the greatest respect for CJ Khosa, one of the greatest Jurists produced by Pakistan."
466,"For the record, 23 yrs ago we were the first Party to advocate an independent Judiciary and Rule of Law. In 2007, PTI was in the forefront of the Movement for Independence of the Judiciary &amp; I was jailed for it."
467,Mafias who have stashed their loot abroad and seek to protect this loot by destabilising the country.
468,Today must be a great disappointment to those who expected the country to be destabilised by a clash of institutions. That this did not happen must be of special disappointment to our external enemies &amp; mafias within -
469,آر ایس ایس کے نظریے پر کھڑی بھارت سرکار کی فسطائی ذہنیت نمایاں ہے کہ 100 روز سے زائد عرصہ بیت جانے کے باوجود مقبوضہ جموں وکشمیر کامحاصرہ جاری ہے اور کشمیریوں کو انسانی حقوق کی بدترین پامالی کا سامنا ہے جبکہ دنیا کے طاقتور ممالک محض اپنے تجارتی مفادات کے پیش نظر چپ سادھے کھڑے ہیں۔ https://t.co/fZE6KMpAlr
470,"Shows the fascist mindset of the Indian govt's RSS ideology that has continued the siege of IOJK for over 100 days, subjecting Kashmiris to the worst violation of their human rights while the powerful countries remain silent bec of their trading interests. https://t.co/ESZiaVp563"
471,بطور سری لنکن وزیراعظم تقرری پر جناب @PresRajapaksa میں آپ کو دلی مبارکباد پیش کرتا ہوں۔ دونوں ممالک کے مابین تاریخی دوستانہ تعلقات میں گہرائی، باہمی اشتراک میں وسعت اور  دوطرفہ تعاون کے فروغ کیلئے میں آپ اور آپ کی حکومت کے ساتھ ملکر کام کرنے کا خواہاں ہوں۔
472,Heartiest congratulations  @PresRajapaksa on your being appointed Prime Minister of Sri Lanka. I am looking forward to working closely with you &amp; your Govt to further develop our historical friendship &amp; partnership &amp; find avenues for deepening cooperation between the two nations.
473,اس سال بچوں کا عالمی دن مناتے ہوئے ہمیں بھارت کے زیر تسلط مقبوضہ جموں و کشمیر کے بچوں کی تکالیف کو فراموش نہیں کرنا چاہئیے۔ بین الاقوامی برادری مقبوضہ کشمیر کے بچوں کو خصوصاً مدنظر رکھتے ہوئے بھارت کو بچوں کے حقوق سے متعلق کنونشن کی مکمل پاسداری پر آمادہ کرے۔
474,"ہماری حکومت بچوں کیلئے یکساں مواقع کے فروغ، انہیں باختیار بنانے کیلئے امکانات کی فراہمی اور پاکستان میں موجود اپنے ہر بچے کی خوشحالی و ترقی کیلئے ہر سطح پر پالیسیاں اور پروگرامات نافذ کررہی ہے
#UniversalChildrensDay"
475,حقوق اطفال کے عالمی کنونشن (CRC) کی 30ویں سالگرہ کے موقع پر آج بچوں کا عالمی دن مناتے ہوئے میں بچوں کے حقوق کے تحفظ کے حوالے سے پاکستان کے عزم کا اعادہ کرتا ہوں۔ یہ دن مناتے ہوئے آئیے آج ہم سب عہد کریں کہ اپنے بچوں کے بہتر مستقبل کیلئے کام کریں گے۔
476,"As we celebrate #UniversalChildrensDay this year, we must not forget the suffering of children of Indian Occupied Jammu and Kashmir. The international community must urge India to abide by its obligations under CRC on child rights, particularly for the children in IOJK."
477,"Our government is pursuing policies and programmes at every level to promote equality of opportunity for all our children and create pathways for the empowerment, prosperity and development of every child in Pakistan. #UniversalChildrensDay"
478,"Today as we celebrate Universal  Children’s Day and 30th anniversary of Convention on the Rights of Child (CRC), I wish to reiterate Pakistan’s commitment to the protection of child rights. Let’s work for a better future for our children as we celebrate Children’s Day!"
479,افغان تنازعے کے بات چیت پر مبنی سیاسی حل کیلئے اٹھائے جانے والے اقدامات کی حمایت ہماری قومی پالیسی کا حصہ ہے۔ ہمیں امید ہے کہ اس پیشرفت سے فریقین کے اعتماد میں اضافہ ہوگا اور وہ امن عمل کے جانب دوبارہ لوٹیں گے۔ پاکستان اس امن عمل میں معاونت کا پختہ عزم کئے ہوئے ہے۔
480,پاکستان افغانستان میں کیون کنگ اور ٹیموتھی ویکس کی رہائی کا خیر مقدم کرتا ہے اور اسے ممکن بنانے والوں کی کاوشوں کو سراہتا ہے۔ امن کی واپسی اور افغان عوام کو درپیش مصائب کے خاتمے کی عالمی کاوشوں کے ضمن میں پاکستان نے اسکی مکمل حمایت کی اور اسے ممکن بنانے میں اپنا کردار ادا کیا۔
481,as part of its policy of supporting initiatives for a negotiated political settlement of the Afghan conflict. We hope this step gives a boost of confidence to all parties involved to re-engage in the peace process. Pakistan remains committed to facilitating this peace process.
482,"Pak welcomes release of Profs Kevin King &amp; Timothy Weeks in Afghanistan. We appreciate steps taken by all involved to make it possible. As part of the int community working to bring peace &amp; end the suffering of the Afghan people, Pak has fully supported &amp; facilitated this release"
483,گزشتہ مالی سال کےمقابلے میں رواں مالی سال کےابتدائی 4 ماہ کےدوران کرنٹ اکاؤنٹ خسارے میں 73.5% کمی آئی۔اکتوبر 2019 میں اشیاء و خدمات کی برآمدات کا حجم پچھلے ماہ سے 20% جبکہ اکتوبر 2018 کے مقابلے میں 9.6% زیادہ رہا۔میں اپنے برآمدکندگان کومبارک دیتا ہوں اورانکی حوصلہ افزائی کرتاہوں۔
484,پاکستانی معیشت بالآخر درست سمت میں نکل پڑی ہے کیونکہ ہماری متعدد اصلاحات بار آور ثابت ہورہی ہیں: 4 برس میں پہلی مرتبہ پاکستان کاکرنٹ اکاؤنٹ اکتوبر 2019 میں خسارے سےنکل کر سرپلس ہوا ہے اور ستمبر 2019 کے 284$- ملین اور اکتوبر 2018 کے 1280$- ملین مقابلے میں 99$+ ملین رہا۔
485,For first 4 months of our fiscal year our current account deficit has fallen by 73.5 % compared to same period last fiscal yr. Our exports of goods &amp; services in Oct 2019 rose 20% over previous month and 9.6% over Oct 2018. I congratulate our exporters &amp; encourage them to do more
486,"Pak economy finally heading in right direction as more of our economic reforms bear fruit: Pak's current account turned into surplus in Oct 2019, for first time in 4 yrs. Current account balance was +$99 mn in Oct 2019 compared to -$284 mn in Sept 2019 &amp; -$1,280 mn in Oct 2018"
487,"Congratulations to Gotabaya Rajapaksa on victory in Sri Lankan Presidential elections. Pakistan looks forward to working closely with him &amp; with Sri Lanka, for further deepening &amp; broadening our brotherly ties &amp; close cooperation for peace, progress and prosperity of our people."
488,"ہمارے رسول محترم صل اللہ علیہ وسلم نے قانون کی بالادستی، انسانی حقوق، رحم،  قابلیت و اہلیت جیسے اوصاف سے مزین  تحصیل علم کو مقدس فریضے کے طور پر اپنانے والی جدید ""ریاست مدینہ"" کی بنیاد ڈالی۔ جو بھی ریاست یہ رہنما اصول اپنائے گی یقیناً عروج آشنا ہوگی۔"
489,ہمارے رسول پاک صل اللہ علیہ وسلم رہتی دنیا تک کیلئے عظیم المرتبت انسان اور ہم سب کیلئے مینارہ نور ہیں۔جو بھی انکے نقش پا کی پیروی کرے گا مراد پاجائے گا اور وہ تمام زنجیریں ٹوٹ گریں گی جو اسے پست رکھتی ہیں اور رب العزت کی جانب سے عطا کردہ صلاحیتیں بروئے کار لانےمیں رکاوٹ بنتی ہیں۔
490,"Our Prophet PBUH founded the State of Madinah on modern principles of Rule of Law, Human Rights, Compassion, Meritocracy &amp; the Pursuit of Knowledge as a sacred duty. If a state follows these principles it will rise."
491,Our Prophet PBUH was the greatest human being of all time &amp; hence the ideal role model for all of us. Anyone who follows his path will be liberated from the chains that keep us grounded &amp; prevent us from fulfilling our potential.
492,"پاکستان سعودی قیادت کے عملی اقدامات اور اماراتی حکومت کی حمایت سے طے پانے والے تاریخی ""میثاقِ ریاض"" کا خیر مقدم کرتا ہے۔ ہم سمجھتے ہیں کہ معاملے کے سیاسی حل اور یمن میں دیرپا امن و استحکام کی جانب پیشرفت کے حوالے سے یہ معاہدہ قطعی طور پر نہایت اہمیت کا حامل ہے۔"
493,"Pakistan welcomes the conclusion of the landmark Riyadh Agreement, as a result of the initiative taken by the Saudi leadership and support by UAE Government. We believe it is a crucial and important step forward towards a political solution and durable peace &amp; security in Yemen."
494,میں نے یہ اندازہ لگانے کیلئے کہ بارش اور بدلتے موسم کے حوالے سے شرکاء کو کیا امداد فراہم کی جاسکتی ہے، چیئرمین سی ڈی اے کو فوری طور پر دھرنے کے مقام پر جانے کا حکم دیا ہے۔
495,I have directed the CDA Chairman to immediately visit the dharna site to assess what relief and assistance can be provided to the dharna participants with the onset of rain and changing weather conditions.
496,صدر اردگان کی مدد سے پاکستان تحریک انصاف کی حکومت نے کارکے تنازعہ کامیابی سے حل کرلیا ہے اور آئی سی ایس آئی ڈی کی جانب سے پاکستان پر عائد کئے گئے 1.2ارب ڈالرز جرمانے کی رقم بچا لی ہے۔ اس شاندار کامیابی پر میں حکومت کی مذاکراتی ٹیم کو دلی مبارکباد پیش کرتا ہوں۔
497,I want to congratulate the government's negotiating team for doing an excellent job in achieving this. https://t.co/B03qgr1gDv
498,"PTI Govt, with the help of President Erdogan, has amicably resolved the Karkey dispute and saved Pak USD 1.2 billion penalty imposed by ICSID."
499,"آج میں ضرورت مند نوجوانوں کیلئے ملکی تاریخ کے سب سے بڑے انڈرگریجوایٹ سکالرشپ پروگرام کا آغاز کروں گا جس کے تحت سالانہ 50,000 کی شرح سے4 برس میں 2لاکھ طلبہ کو وظائف دیے جائیں گے۔ میرے احساس پروگرام کی چھتری تلے انسانی سرمائے کی ترقی کے پیش نظر ان وظائف کا 50% طالبات کیلئے مختص ہے۔"
500,"I will launch the largest ever needs-based undergraduate scholarship programme in the history of Pakistan today. 200,000 scholarships will be awarded over the next 4 years, 50,000 every year, 50% of these for women to promote human capital development under my @Ehsaas_Pk umbrella"
501,سکھ یاتریوں کے خیر مقدم کیلئے کرتار پور پوری طرح تیار ہے۔ https://t.co/2rkHfsyztM
502,گرونانک جی کے 550ویں جنم دن کی تقریبات کے لئے ریکارڈ مدت میں کرتاپور تیار کرنے پر میں اپنی حکومت کو دلی مبارکباد پیش کرتا ہوں۔ https://t.co/2cyPNbDemh
503,Kartarpur ready to welcome Sikh pilgrims. https://t.co/P0uEQgWyMs
504,"I want to congratulate our govt for readying Kartarpur, in record time, for Guru Nanak jee's 550th birthday celebrations. https://t.co/dwrqXLan2r"
505,ہمدمِ دیرینہ عاشق قریشی کی گزشتہ شب رحلت سینہ چھلنی کرگئی۔آزمائش کی ہر گھڑی میں ہمیشہ انہیں ساتھ ہی پایا۔شوکت خانم کی بنیاد ڈالنے لگا تو وہ ساتھ تھے، تحریک انصاف کی تشکیل کامرحلہ آیا تو بطور بانی رکن انہیں شانہ بشانہ پایا۔ایک شریف النفس/عظیم انسان کے طور پر انکا ذکر زندہ رہے گا۔
506,"Devastated by the death of one of my oldest friends Ashiq Qureshi last night. He was always there during my many setbacks in life. Was the first to stand by me when I decided to build SKMT &amp; was a PTI founder member. Above all, he will be missed as a gentleman &amp; great human being"
507,"کرتارپور زیارت کیلئے آنےوالے سکھوں کیلئے میں نے 2 شرائط ختم کردی ہیں:
1.انہیں پاسپورٹ درکار نہیں ہوگا،محض درست شناخت ہی کافی ہوگی۔ 
2.انہیں 10 روز قبل اندراج کی زحمت بھی نہ اٹھانا ہوگی۔
 مزید یہ کہ افتتاح اور گروجی کے550ویں جنم دن کےموقع پربھی کوئی واجبات وصول نہیں کئے جائیں گے۔"
508,"For Sikhs coming for pilgrimage to Kartarpur from India, I have waived off 2 requirements: i) they wont need a passport - just a valid ID;   ii) they no longer have to register 10 days in advance. Also, no fee will be charged on day of inauguration &amp; on Guruji's 550th  birthday"
509,تیزگام کو پیش آنے والے المناک حادثے پر دل نہایت رنجیدہ ہے۔ میری تمام ہمدردیاں غم میں ڈوبے خاندانوں کیساتھ ہیں اور میں زخمیوں کی جلد شفایابی کیلئے دعاگو ہوں۔ اس کے ساتھ حادثے کی فوری تحقیقات ہنگامی بنیادوں پر مکمل کرنے کے احکامات بھی صادر کرچکا ہوں۔
510,Deeply saddened by the terrible tragedy of the Tezgam train. My condolences go to the victims' families &amp; prayers for the speedy recovery of the injured. I have ordered an immediate inquiry to be completed on an urgent basis.
511,ہمارے تمام ہندو شہریوں کو دیوالی کی خوشیاں مبارک۔
512,Wishing all our Hindu citizens a happy Diwali
513,سیاسی اختلافات اپنی جگہ، میں صدق دل سے نواز شریف کی صحتیابی کیلئے دعاگو ہوں۔ انہیں علاج معالجے کی بہترین ممکنہ سہولیات فراہم کرنے کیلئے میں تمام متعلقہ حکام کو ہدایات دے چکا ہوں۔
514,"Political differences notwithstanding, my sincere prayers are with Nawaz Sharif for his health. I have directed all concerned to ensure provision of the best possible health care and medical treatment to him."
515,میں حکومت کے ان تمام لوگوں کو جنہوں نے اسے ممکن بنانے کیلئے نہایت محنت کی، مبارکباد پیش کرتا ہوں۔ مگر طویل مسافت ابھی باقی ہے۔ انشاءاللہ 2020 سے قبل پاکستان سرمایہ کاری کیلئے موزوں ترین ممالک میں سے ایک ہو گا۔
516,"""کاروبار میں آسانی"" کی صورت میں ہمارے منشور کا ایک اور وعدہ ایفاء ہوگیا۔ عالمی بنک کی ""ای او ڈی بی رینکنگ"" میں پاکستان کو تاریخ کی سب سے بڑی بہتری میسرآئی۔ گزشتہ ایک دہائی کے دوران پاکستان پھسلتا ہوا 50 درجے نیچے آیا۔ اب 28 درجوں کی بہتری کیساتھ ہم 136 سے 108 پر آچکے ہیں۔"
517,I want to congratulate all the people in our govt who worked hard to make this happen. But we still have a long way to go. InshaAllah before the end of 2020 Pakistan will become one of the top places for investment.
518,Another of our Manifesto commitments fulfilled - this time on Ease Of Doing Business. Pak achieves biggest improvement in its history in World Bank's EODB rankings. Over last decade Pak's ranking had slipped more than 50 places. Now we have improved 28 places - from 136 to 108.
519,جسٹن ٹروڈو کو کینیڈین انتخابات میں کامیابی مبارک۔ میں انکے ساتھ کام کرنے کا منتظر ہوں۔
520,Congratulations to Justin Trudeau for winning the elections in Canada. I look forward to working with him.
521,https://t.co/EVPrdaxhKL
522,It is a great achievement of our economic team to turn around the economy within a year https://t.co/4j8za4uSMe
523,اقوام عالم مقبوضہ کشمیر میں انسانی حقوق کی بدترین پامالی پر نظریں جمائے ہوئے ہیں چنانچہ مودی اب بری طرح خوف میں مبتلا ہیں کیونکہ وہ جانتے ہیں کہ جوں ہی کرفیو اٹھایا جائے گا زبردست خونریزی ہوگی اور کشمیریوں کو محکوم بنانے کا واحد یہی رستہ بچے گا۔
524,75 روز سے قابض مودی سرکار مقبوضہ کشمیر کا محاصرہ کئے ہوئے ہے۔ شیر کی پشت پر سوار مودی سمجھتے ہیں کہ 9 لاکھ سپاہ کے ذریعے اہل کشمیر کی آواز دبا کر قبضہ جمانے میں کامیاب رہیں گے۔ دہشتگردی سے نمٹنے کیلئے نہیں جناب! یہ 9 لاکھ فوجی آپ کو 8 ملین کشمیریوں کو دھمکانے کیلئے درکار ہیں۔
525,"As the world watches the worst violation of human rights in IOJK, Modi is now fearful because he knows the moment the siege is lifted there will be a bloodbath - which would be the only way to subdue the Kashmiri people."
526,75 days &amp; Occupation government of Modi continues the siege in IOJK. Modi is riding a tiger - he thought he could get his agenda of annexation by using 900k forces to silence Kashmiris. You don't need 900k troops to fight terrorism; you need them to terrorise 8m Kashmiri people.
527,2 ماہ سے زائد عرصے سے ذرائع ابلاغ کی مکمل تالہ بندی اور بچوں/سیاسی قائدین سمیت ہزاروں کو قید میں ڈال کر کشمیر میں انسانی المیے کا جنم ہورہا ہے۔3 دہائیوں میں حق خودارادیت،جس کا سلامتی کونسل کی قرادادوں کےذریعے وعدہ کیا گیا تھا،کیلئے جدوجہد کرنے والے 1لاکھ کشمیری قتل کئے جاچکے ہیں۔
528,میں حیران ہوں کہ عالمی میڈیا ہانگ کانگ کے  مظاہروں پر تو شہ سرخیاں جماتا ہےمگر کشمیر میں انسانی حقوق کے سنگین بحران سے نظریں ہی چرا لیتا ہے۔کشمیر عالمی طور پرتسلیم شدہ متنازع علاقہ ہے،بھارت نے9 لاکھ فوجیوں کے مدد سے 80 لاکھ کشمیریوں کو محصورکرکےجس پر غیرقانونی قبضے کی کوشش کی ہے۔
529,as committed to them by the international community through UNSC resolutions.
530,"For over 2 months with a complete blackout of communications, thousands imprisoned,including entire spectrum of political leadership plus children, &amp; a growing humanitarian crisis. In IOJK 100k Kashmiris have been killed over 30 yrs fighting for their right to self determination"
531,I am puzzled as to how international  media continues to give headline coverage to Hongkong protests but ignores the dire human rights crisis in IOJK - an internationally recognised disputed territory illegally annexed by India with 900k troops imposing a siege on 8mn Kashmiris
532,as committed to them by the international community through UNSC resolutions.
533,"وہ بیانیہ جس کے ذریعے پاکستان پر ""اسلامی دہشت گردی"" کا الزام لگا کر ظالمانہ بھارتی قبضے کیخلاف اہل کشمیر کی جائز جدوجہد سے توجہ ہٹانے کی کوشش کی جاتی ہے۔ایل او سی پار کرنے سے بھارت کو مقبوضہ وادی میں محصور لوگوں پر تشدد بڑھانے اور جنگ بندی لکیر کے اس پار حملہ کرنے کا جواز ملے گا۔"
534,"میں مقبوضہ کشمیر میں 2 ماہ سے جاری غیر
انسانی کرفیو میں گھرے کشمیریوں کے حوالے سے آزاد کشمیر کے لوگوں میں پایا جانے والا کرب سمجھ سکتا ہوں۔لیکن اہل کشمیر کی مدد یا جدوجہد میں انکی کی حمایت کی غرض سے جو بھی آزادکشمیر سے ایل او سی پار کرے گا وہ بھارتی بیانیے کے ہاتھوں میں کھیلےگا۔"
535,"a narrative that tries to divert from the indigenous Kashmiris' struggle against brutal Indian Occupation by trying to label it as ""Islamic terrorism"" being driven by Pakistan. It will give India an excuse to increase violent oppression of Kashmiris in IOJK &amp; attack across LoC"
536,I understand the anguish of the Kashmiris in AJK seeing their fellow Kashmiris in IOJK under an inhumane curfew for over 2 months. But any one crossing the LoC from AJK to provide humanitarian aid or support for Kashmiri struggle will play into the hands of the Indian narrative -
537,عوامی جمہوریہ چین کی 70ویں سالگرہ کے موقع پر آج ہم بطور قوم اپنے سچے اور پکے دوست چین کو مبارکباد پیش کرتے ہیں۔ میں ہمیشہ سے چین کی ترقی اور کرپشن کیخلاف جنگ کا معترف ہوں۔پاک-چین دوستی مضبوط سے مضبوط تر ہورہی ہے اور سی پیک دیرپا تعلقات کے حوالے سے ہمارے باہمی عزم کی زندہ مثال ہے۔
538,Pakistan-China relations have gone from strength to strength &amp; CPEC is a reflection of our mutual commitment to this enduring relationship.
539,Today on the 70th Anniversary of the People's Republic of China I want to extend our nation's greetings to our true &amp; steadfast friend China. I have always admired China's development &amp; fight against corruption.
540,"ہماری وہ ملاقات جس میں ہم نے بی بی سی کی طرز پر انگریزی چینل کے آغاز کا فیصلہ کیا جو مسلمانوں کو درپیش مسائل اجاگر کرنے کے علاوہ ""اسلاموفوبیا"" کیخلاف بھی برسرپیکار ہوگا۔ https://t.co/w8NTmouCVf"
541,"Our meeting in which we decided to set up a BBC type English language TV Channel that, apart from highlighting Muslim issues, will also fight Islamophobia. https://t.co/GA6o15oJFH"
542,ایسی تمام غلط فہمیوں،جو لوگوں کو مسلمانوں کیخلاف یکجا کرتی ہیں،کا ازالہ کیا جائےگا؛ توہین رسالت کے معاملے کا سیاق و سباق درست کیاجائے گا؛اپنے لوگوں کیساتھ دنیا کی تاریخ اسلام سے آگہی/واقفیت کیلئے سیریز/فلمیں تیار کی جائیں گی اور میڈیا میں مسلمانوں کے وقف حصے کا اہتمام کیا جائے گا
